galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
990025,Large Magellanic Cloud (LMC),0.6286569225799827,63.12520024218674,27109.23430962398,0.6460394658724056,8.240542718817482,8.628664374280456,0.5944493827453786,0.43744735849451943,190.06249357708583,76.73110176593897,44.37732712106732,38.305482966981586,681.8410858029862,22.131436298848527,150.25929008464252,129.841789064381,12.403812411218553,490.44640041264086,60.1215802480122,57.02818348142108,69.82536860858434,46.01823015924211,98.21607159767237,174.61789935026104,2.2814822613508348,94.99999237272468,9.509329152620754,91.27223183190846,79.61406648540054,73.07160030665247,51.89666733608365,85.85154409544894,75.85684356603836,73.16635397950337,37.336039508638244,2.0866297335553607,24.07447725000806,431.2703026961731,466.0892873758149,16.16787135614628,8.223562669896403,21158.32486457829,7760.639488873207,13.617992665944591,94.85930634414959,19.929053757100426,8.436392493312395,4.403403871361086,6.388592229004348,8.0035682633693,11.78182970215956,1237.2287369357682,118.43463350937715,34652.91168923357,18818.887115182253,38.85455661051006,75.60479895439714,40.000069249470855,38.73889895196641,42.616284383772886,12.710213089070322,27.789112184038686,67418.73333833588,96.4603692574944,216.95246425591873,86.41790172400933,21.848042600800817,6.286093991606232,0.5393502893543751,0.625488290182977,0.8161854299775004,148.62106112401295,165.1368052219525,18.314378151525318,6.812877616222277,38.72768497474908,0.7843478221849872,0.05258977109572517
990025,M32 (NGC 221),0.924139998076118,76.61499389805884,21096.18961984052,0.8418100489113102,11.921474642509668,7.338606974780067,0.7211610032998367,0.5320208417162411,137.98580850743272,97.74207014422544,108.81506902275102,42.53281658719435,31.21314211619162,92.82762851056177,97.48168182858356,68.50662776254607,14.91674874092801,448.2539951358209,33.00306485641699,68.83460759078328,82.24609507375176,97.93853779738092,115.51438276404406,116.10243036401592,1.5251319090416287,60.82493429995513,13.32198638142532,51.603745433832145,47.06727473201419,19.730251918801454,74.34063827931624,87.61151362493885,52.66346551780343,23.6076008327776,21.125972836383305,2.516824415998011,28.796657947093614,302.5802473403995,378.5913216026983,40.707479536426916,16.405176764216073,28832.385429412505,5437.3008591360085,10.754258132881048,43.628312127435954,21.38618264628357,11.411378362011616,5.381078948750428,7.413122630552331,11.796094441744353,13.016838745957045,370.33123914452005,33.97263974867435,28362.60861850423,16186.159063678526,111.23311772225355,124.14832407860798,48.42048334004622,55.23736119445592,34.25478166011317,10.091927753848863,47.99970200459616,75796.76800870457,116.69646508858139,209.03785377418865,45.66487444019525,24.409558137090382,7.611071371764316,0.5892084779780915,0.7696205304575165,0.7928898213304654,144.09600549756237,118.75462359777447,22.499486498807528,5.916214670071696,37.80179599185908,0.8656477618518821,0.059428707786401413
990025,Boötes III,0.9355955602756718,84.1574062482312,33632.589100808815,0.8386137620370391,16.785664723725027,10.421361394167867,0.675058294691537,0.6104257137656409,107.66682630484655,109.18151952224014,107.60932206037467,30.2539311313353,1281.1454073887853,76.04110315582045,97.34142037091179,61.68004213555788,19.063207661512493,307.2019836854247,34.27044013732953,81.68864764910357,84.23415798020392,83.13700520643452,112.03683841363113,164.6046588643359,3.127933152729608,55.439066324674414,17.438586118351044,45.37445334738816,65.63554998488354,42.312537797107204,71.60326844150187,95.53755218945452,64.32794559457096,97.15584237660332,40.51755228398717,3.3359438520480853,34.6348616523739,259.2341013737672,263.0627757919417,29.739091014220943,9.95170220124294,19848.0054161156,4847.455552774442,22.176858083336363,146.5481040167563,23.75109387504746,7.586995193795648,9.875678554155751,9.450733325504343,14.203197113675245,12.042686735159375,232.0178001519104,69.61477326482648,36992.43633810345,18266.231183617532,103.28392218551194,73.773473597187,44.284264383136644,38.902000784257545,31.068446678107385,8.46997596415647,50.34273039869264,116437.75907992417,118.14250808084324,257.77921085786824,88.19784562607435,26.5906406291226,10.242154166857446,0.7252316867377439,0.6902109577171063,0.9937480700126112,155.65492279980626,148.83250021556654,61.90364125694205,6.543601030399337,27.037866729726716,0.7179706886914042,0.0617700098830325
990025,Pegasus Dwarf Sph (And VI),0.9357677010119796,84.01748121729135,19235.305852057016,0.8827800759536099,18.813637915551645,12.288576394420538,0.9804589268470518,0.8148183040550632,83.58305996756799,111.86102055922771,117.74448510479712,46.412494569457465,848.123765145837,92.63850223359327,33.61492320912093,48.06094956333176,15.412166779798547,359.95092595546515,64.6363491112478,78.9937665915998,82.2624501854084,76.15964197941261,58.62454832083104,57.92358829523847,1.6103628476536458,44.60156007289892,10.918721627183489,26.90461673219849,70.84086679849783,68.20159302030939,58.00955926940051,82.92739247268211,72.92208099732272,76.76502180790357,46.76441382787453,1.6053953355300274,18.54335314079026,239.07732055334537,403.5021912526825,23.131651486569467,19.31850148051097,22304.7261831078,7791.818567480517,4.16980691064753,97.21969179044615,31.84556118964605,9.368581222227263,12.731294977572189,11.063411940281673,15.129936060503054,17.786340301734683,401.7784758939504,24.19536664482485,41469.96452929565,24665.00280657942,125.1909882619042,101.40532220070803,81.82203196824426,109.17400711203459,46.61880125158193,4.757432188363771,93.01897435192863,67970.96423783251,122.39540894348707,254.57537523735334,90.48853929260596,61.967100912335844,7.394371564625001,0.9241315897794093,0.8907822445093443,1.0469064532594818,103.16777058486133,92.62249345037529,40.117248188140934,7.107683869305104,29.664295243832385,0.6716967332485688,0.12504979794701632
990025,Sextans Dwarf Sph,0.7053786039114149,65.29697878379322,18137.306309527532,0.6446709789266796,11.283373174451974,6.102029173632351,0.6258935991063221,0.5470744242740331,142.21192619143147,78.9804531681086,67.25933304838803,26.20821740396721,537.8990300744733,64.56814670661073,202.1761376133417,124.63049495763784,17.602926264549623,679.5323007989552,75.48385795297364,60.5077831245798,62.31125724966771,66.06251300590628,99.0701013022973,227.1823119582737,1.5501987260913443,113.09966237060877,11.771199776081161,90.62291590310831,93.78762177703815,95.47020054597411,46.54250388517485,96.39814405336935,86.98984457223898,73.29556233617845,55.467931737723696,2.0526270683392225,28.49362080510873,438.1991389032428,475.0008485844242,48.67503959958246,39.52267896494313,27957.439423199085,892.1425248930128,12.149423155446655,83.82563672674675,19.002956455339184,17.170486828817687,5.153636227645716,8.892934219949057,9.040686363464557,12.177280665340259,867.6341034986128,112.60747055335271,24162.18729128693,7691.70755187969,39.611671472348334,108.21974176120743,25.69261710172935,39.68606983904074,23.909893545356283,7.195340004978478,47.88677951707211,96199.63923185554,109.6035103798917,509.6262578421987,46.15660487143129,33.01740900818197,6.8084512278078275,0.6412273658459992,0.6704017409021604,0.9484616964795175,167.31261933157782,164.88179496695125,12.965853038633128,5.776933647495852,39.19629630205304,0.8969595480603314,0.051552408423309985
990025,Cassiopeia III (Andromeda XXXII),0.914817456246963,84.07094696230456,24285.52763401672,0.8183345300315482,16.298096608521327,8.436693870189544,0.7508838721262872,0.5944926292322845,153.5901879398539,120.36698522085703,124.63548946155699,37.95795018342821,512.688869845426,104.99027464662304,68.7578132466277,54.04981233926959,17.966230964805952,630.5733733885896,51.951599322211116,77.49247193523563,81.52691533309675,66.65151621381496,99.79732947487871,104.48594450578568,3.1390422282906343,41.39111064733817,24.093272598161867,32.15573688488185,49.35439634300076,17.680585393290386,84.17853330087006,74.02460701492524,44.23726196343836,8.158951362829558,15.810022463201408,2.997194938557887,48.27863449500452,252.01951709410253,167.04552069857857,27.163587905986944,15.760882888493528,24200.58902497783,8853.53740332062,20.290731752889577,203.1582774153818,12.455044564108253,15.771682747530749,7.929153612175153,9.727907453202512,16.62498248375177,13.733176240183198,543.2395208542666,28.10785119119688,41100.17097206858,15241.147054839335,134.99896839901348,151.8669736392821,61.9756962784939,44.3808243328801,31.341920279954138,29.172019989433625,67.92513324655573,88626.56252042261,122.13489389199265,252.34016353570132,76.15296706849487,41.69799709898914,5.959066727126098,0.7122996517653376,0.8293743176733072,0.8536854744945196,160.21173661262677,135.7734599703413,25.590079240261417,4.025694817605338,30.00577990910358,0.7657239764475946,0.06658220788644709
990025,"Sextans A (92205, DDO 75)",1.0261575356657855,83.92806007644641,29645.736507965375,0.8535470485022958,14.830894189728,9.718462552477822,0.7676027499872408,0.6913163128549308,143.53282907443233,119.71402313461007,106.41299640156193,28.091266185457616,539.5912843574034,78.44841559498774,39.492855348215215,33.63416607356217,17.618826823651922,518.4613837448417,72.60993405312766,82.35370370437258,86.6085927569955,120.9316740313622,74.33291622836961,54.656186748491145,2.6597750427906774,33.04133753699554,32.8152060159789,30.639689282325342,61.40734051701628,65.40756779341801,85.62712849719472,69.72944510766821,50.445258049623064,67.87865707972793,56.70863615441406,2.6388971405127037,66.42371216145466,175.67604919118068,283.7022846621296,16.83788451779098,12.286987990986281,24397.566153555457,8403.917490248119,9.900268515879048,138.80798209203468,22.34901556579518,7.708737091197751,9.176949494901935,14.02452586899977,14.828599319165283,15.233567431901754,356.7798153134914,50.15992148578578,33576.03049803416,20800.835501979735,134.46235548390618,71.83631807893315,105.50221327391536,113.31238647353092,29.206548505874473,11.99338456337785,115.26015953659667,100587.62060966318,113.92443795779805,226.6024171687113,70.50345330841103,43.92499632257549,10.845011896597804,0.8619540705321002,0.9151050208336247,0.9466004774162321,120.07571401850697,98.64187759246293,13.516054144581105,6.397241227609372,14.961854551291594,0.43700758949657187,0.11239877869121027
990025,NGC 147 (DDO 3),0.7026452803210085,62.458102657608244,14130.081485707431,0.8228910007187278,14.215056736894205,6.964082753644817,0.6145904336323019,0.43475305575543377,163.8510040375277,69.54696290416314,57.09147185919774,33.54892120449625,599.9435759541302,48.74365904331957,154.8524151016073,95.95764437276554,9.397564816464014,544.8601254664927,62.0309803454169,65.68302369821018,68.63431334754696,100.0054765398232,112.50106730047483,235.6075071140068,3.5000960688234244,85.06968211350232,16.400632973618542,81.23123552775954,82.3565131772945,75.92267453514387,59.70933267210391,89.32081662468565,84.896948076081,33.664810764207104,49.88791627259809,3.01725465767163,32.796819850930405,326.2207436822132,455.45819323635834,35.40395550573673,19.113575562711976,11598.444668909717,8368.16656141271,18.30285770266208,109.54949540298261,23.47190603761595,13.80346235138077,7.08025509600742,8.08467780604392,11.04159278869661,12.421177166227178,1043.9713078743423,79.51188147573393,19313.938247827664,9151.914203987904,41.773976329773966,117.68908373064959,42.71098755284446,46.32651790357149,25.431737854392033,12.203326900169866,42.870152737608116,71529.26464427175,115.54346114445872,424.46309737602735,74.2998850813328,38.6312890676171,9.325823614324708,0.5487616639257389,0.5995580703603323,0.9655403076189257,171.71401120029404,173.53316097513346,16.42888760292088,9.090300617523484,34.0441695561409,0.8533008291023333,0.051591637960205834
990025,Andromeda XXIV,0.4948279382908521,60.73834632510786,22835.04863800929,0.4890346580543859,7.561977691967975,6.392014944092978,0.4856332181253887,0.4321576409122609,174.61983465347495,43.953213141525424,51.45932804433309,28.65196198136641,749.2489221572438,35.03889167574288,282.127210604303,178.00625361724698,15.010451846851401,609.1922129221713,42.4901450626873,52.45371925241336,55.75171070583807,97.0939162013389,115.92718412374391,236.4417568905156,2.516189584111255,89.54123255165743,14.794666962841546,100.7857291264789,85.84568224676495,95.99684107363547,32.65937441960584,91.04734801059442,79.77450749043642,68.99267975424901,46.65919772059976,2.640163047803591,24.55695500158607,482.8684260910212,644.0051328311124,38.42335884642053,17.8964727323013,12064.962025937193,11929.509700253271,16.39626200698389,92.60556704091891,36.77084565908148,15.819187374141025,5.294886651225955,5.851213291770942,8.094836707889584,10.043308060722897,1199.9175310413248,112.29229629138632,23716.283804227027,6052.8234586158,25.805202651184942,89.12761352671961,25.229729267966647,32.08343152762515,29.233089731417714,10.814059136961514,37.34990387500854,112711.91562087492,94.19298765203848,613.2347423722442,41.97655035434775,29.672587847553135,8.440699407542562,0.4591977281213695,0.5311910690919842,0.9048925998916291,165.56660068355774,179.91309921301252,9.722496858863622,11.555729363525385,32.456700316401566,0.8551213876579407,0.05030515123263768
990025,KKR 03 (KK98 230),0.7554725837531339,66.3127369279004,26567.293990846432,0.8636416190233754,17.644386320931716,14.237387948159645,0.8288565052251591,0.9624317459549347,113.47189470369344,104.3030200198132,122.96241555889493,34.85960040416208,418.9847943607866,83.47106508901382,113.16354608900943,52.63386724741984,18.837117414011452,380.4844103442908,67.19529650372664,68.1928546668665,83.4998855658116,102.7197584642374,64.19398042169055,95.57362106276398,2.1425926019316663,73.379667121528,15.350298514295066,56.66053731448236,83.15992465841748,79.4314713319479,67.42408156663448,86.36947617719335,80.14506160083644,26.617153917373848,58.91263073610929,2.1797197274993283,37.49915226414304,273.2743554537409,483.46450465016244,17.28291266024971,8.670454276126124,40276.35576727001,6011.980230356498,12.065961374902699,138.3566794304512,24.019565292303852,22.813645047216802,16.430820943044207,13.528312560463785,16.407475379075425,16.638170856483246,405.58370200806496,42.5485144497845,40957.87522179407,25602.78206229971,121.31272423167712,81.56496092743629,139.75707061052773,119.64243105308137,29.074943400590477,4.0732083791573235,125.2896135874631,71609.09820751839,118.15457286806864,312.7005067434616,56.85028259292372,34.83628055320118,5.707776782927211,0.8538975603235742,0.8402434254332714,1.0813148623899356,91.71497318921803,108.05229682135815,2.380395530172237,5.452691587204638,23.501960136333537,0.6474048671565724,0.054709527673093006
