,y
1432,0.04809031851678014
2855,0.059240117273319015
2322,0.07349516679106483
364,0.049193088907788174
2462,0.061216832723936736
1759,0.053220728685429486
299,0.07330848112341848
1350,0.05746596547493865
1562,0.06976192851334717
3280,0.03986720843141789
84,0.1005249483212186
1684,0.09020395421323456
544,0.05161471241351268
1138,0.04834506260134619
700,0.09965270043293983
2947,0.03986659677187132
92,0.04952656471472061
53,0.06860248397140545
3112,0.04121841890812217
1660,0.04613548835725279
3435,0.024167632829951047
718,0.06391596872186356
1178,0.2297195810512791
3249,0.049508244921799394
1247,0.049787595477300266
3673,0.12756839921869945
600,0.04845015500614047
982,0.11453050008636324
716,0.050373202180026166
648,0.05069624476552137
1840,0.05190296302913098
3229,0.1878053117445764
2096,0.09437344989720596
2376,0.043187939063637486
898,0.04771678373305899
3843,0.3992454979881401
3045,0.11217128318754144
268,0.05353654664000696
3034,0.034953371338905304
2936,0.04029520100157692
144,0.04511459354235159
3187,0.05322964021566712
238,0.05701487162987861
3343,0.03968598835729487
2066,0.05734045114959674
3170,0.04200612735263598
3287,0.04025480004209359
812,0.05329016559910982
3805,0.035793080967410185
37,0.05120195555676699
2215,0.056257995957576516
3534,0.04527033809605519
3378,0.04220423235155092
531,0.1073747224459466
1390,0.047490934099570836
3442,0.03156731522315258
151,0.20419302227970992
104,0.053135695078209484
792,0.10035437209688547
3670,0.21899814176572507
2768,0.06930779238089302
290,0.09931239799259496
330,0.04918119797613885
1655,0.13381223006429346
2478,0.06709989192418497
245,0.05862099814846966
2986,0.04616366041839115
1112,0.06051535206407632
1042,0.05433350876317844
2211,0.06496134883790916
2320,0.042106471249024335
3628,0.03992356902305394
2186,0.09666488918111572
2366,0.05342210751420329
1100,0.13344197419977166
2914,0.3664833267635539
698,0.05829159168826159
3864,0.10006923473462837
2270,0.04540602017783535
16,0.0829637297619793
3458,0.17208359355010372
424,0.06263888688830987
215,0.05857421755630176
1459,0.06222559936662631
2562,0.13494223499583768
1423,0.05271590600879061
1560,0.0468681343854811
2827,0.05519359316518901
2634,0.04317419426405466
404,0.0480332946977311
2043,0.04518016930654811
274,0.05143068645665316
2348,0.04182829976536029
202,0.05775777187815467
2039,0.08071627858433372
542,0.05170651595737663
1183,0.04786694460199015
3089,0.060556329935321125
539,0.07597104927392129
3538,0.05970816010829784
1367,0.08728216818733225
3806,0.03934795121513812
2336,0.1903122942706229
1952,0.05298856315425937
2204,0.04450723012876767
2580,0.0873572586308764
1935,0.1552059767578987
2976,0.04511527132644821
3494,0.11544096152141947
464,0.11163125671353824
1869,0.05089131249289314
3373,0.05326515020515521
508,0.07443109963342043
3243,0.0649362794178332
1979,0.12947939686772492
916,0.08159822756636702
2344,0.05659827378288474
2919,0.18693857187158305
3363,0.08649087879853934
696,0.1833398577146399
2138,0.04522010062048032
392,0.05280779760784205
1264,0.057920938901519614
3541,0.044145243751739886
3101,0.039192992856295183
2545,0.20639730262059766
3851,0.019507507385986056
768,0.0621411979893155
3238,0.05472688397512016
850,0.04897066412559292
2364,0.04295375143569369
1087,0.046148917365018916
995,0.06503714924093418
29,0.15318738075040073
1578,0.06163875252700679
1173,0.04692453786754125
1931,0.045553167996358335
1938,0.10461882252275367
2314,0.16586597076159038
3307,0.1541300417350533
2000,0.07151199248027218
1870,0.1870220028629456
1088,0.05652949488974901
3554,0.19214610080964634
2433,0.0629638997560591
3783,0.07040723977404417
3265,0.039426192658924115
538,0.06732960492816488
2143,0.1992944050724744
1050,0.04918683787426281
2124,0.3171032619692604
3711,0.026719877382152868
3086,0.04284456247615953
2379,0.04212359541236699
1128,0.04700758561592888
2808,0.0858483170872989
2859,0.043330226478510925
3036,0.05708847057721422
1067,0.06325284178833346
218,0.06737511397520501
3790,0.03995161828448024
248,0.05262329615226191
2412,0.06283136294591041
1016,0.04595163192516194
876,0.047367781145865484
619,0.07072514873035396
3618,0.029698058054093424
452,0.05478584720173797
2006,0.06794476872730992
2106,0.047516985298680085
2213,0.22572891116750005
1785,0.04533367246063735
130,0.05929892661694225
3511,0.040040122219084366
2764,0.07102704651293634
2507,0.059101613625654574
2281,0.06721448789150575
1557,0.21214859862259072
1516,0.04604754426098845
3523,0.06718138156882257
640,0.061798572700114913
156,0.18148340044697364
2774,0.04137911827462215
921,0.046802488505579436
3850,0.033303632673714945
2537,0.07043008065765721
399,0.05021948709521595
211,0.1740279847960725
1622,0.07365845239672131
500,0.04953573626972618
756,0.07692832585211484
396,0.22002941940372966
1316,0.04793984642134352
3196,0.06380592766410997
3033,0.059371273924081584
2857,0.042825519459595014
181,0.051350318286189855
715,0.3228730762530975
2845,0.05938141987770161
3675,0.02945927223897005
2180,0.04370900703297942
96,0.18589104037614868
2391,0.041693860320415006
2758,0.16765796306388392
513,0.1621304379933921
2543,0.15767654014558485
2407,0.054709875589458834
678,0.05358334940894904
845,0.08592455383270092
3412,0.05192119200854206
1970,0.04658664806234769
1692,0.10776480803150223
2770,0.04058630330296453
2449,0.06363698997663936
1245,0.06767554813820154
1773,0.04749265928679247
3450,0.16493577105756665
3353,0.06825840644929171
2628,0.04397848389488868
114,0.05474195524947068
88,0.04585983147367912
3782,0.20400181026350395
749,0.06620331741029427
774,0.06152901963517787
2975,0.04774338809019785
1850,0.04674901342335347
2605,0.042994404748612935
2941,0.05447176844076018
1284,0.14377929482597376
2635,0.05977337716475206
1055,0.14131264503420016
783,0.055725198048394035
3629,0.2916731511352728
576,0.04939990161673469
1928,0.06551088108735181
312,0.052156664605304666
599,0.047513178598587835
2875,0.06886393564410509
2842,0.058349070951654536
259,0.053914564469536914
1967,0.07309009027524771
3636,0.06566260265235202
3304,0.05659167181164804
2992,0.04538953242891053
3777,0.02395406653599608
2725,0.04941524468448832
2998,0.062077674459431124
2343,0.055647275756125165
3627,0.04439953366749472
3105,0.06045066749217243
3178,0.14162379062271524
2876,0.04332644857513901
2601,0.06844505905687548
3390,0.056777263169210175
427,0.06274352796427995
1831,0.04646527974757686
2104,0.04640542625446309
2044,0.04400631760623497
282,0.16523524495647168
1895,0.054728221800672605
2028,0.06440576984029789
1153,0.06235383196225575
61,0.16409474231809296
3839,0.018399955123613143
1993,0.07099870017508081
2017,0.07356832684482617
2139,0.19544004825615305
14,0.05022043090917161
2831,0.04658789670414965
1141,0.051491716820486255
2091,0.1393013696855171
3489,0.052756152749114715
2394,0.05467440660670031
1179,0.06875050922854352
2610,0.04695817426045745
931,0.051605160954973806
645,0.058917302012934325
2341,0.06318947704801647
1606,0.04618115995007732
2988,0.0528595958054876
2369,0.17654386839318534
1012,0.05911236102213735
1026,0.05883282901505904
2946,0.08732498460638838
2121,0.05823655468948207
3321,0.06740050872257741
161,0.3147294128059153
2597,0.05065113293011658
3718,0.022922969489554967
3027,0.03874955570544725
963,0.14239535945640747
1407,0.21304631445116687
3788,0.01987372863104253
1627,0.05741354934001941
3336,0.0429522015094026
1604,0.2162705208733674
1235,0.06606941884075401
684,0.052040566827738166
2877,0.1611259219287715
2639,0.06230475154379134
1198,0.047612489965271454
597,0.08636877019276767
333,0.08876017265570235
62,0.0606295843322916
3093,0.05008363860117193
2114,0.04360694744780347
3831,0.04400237055228662
1114,0.06209174911975779
3443,0.0690442738728212
1474,0.048603772111616365
3451,0.0404025253886513
1973,0.04473175965934662
1393,0.046207184267013424
236,0.09836854246197313
1454,0.0586309236638145
1225,0.05853417596047305
2860,0.06705303133261731
122,0.051591637960205834
2305,0.3180328328298786
1240,0.04642386559637224
1280,0.06631876513120505
1155,0.08662522119922589
3799,0.020228531388395088
553,0.04845740814624045
241,0.04760293097127655
2803,0.06235907745052682
3542,0.07027988931317343
1471,0.04640720221642214
324,0.048616387852461695
2955,0.04942865150251452
3707,0.16993414095810222
2019,0.0932379329055112
3044,0.0388878863926232
2020,0.06129017230667232
3560,0.16461510576054195
379,0.04798182521025851
2126,0.04545282452750021
240,0.11162450085530318
1440,0.16774855700052338
2061,0.2524557253974422
1682,0.045256268164905016
1348,0.18313092685886492
2380,0.04501967046594912
3672,0.05169652249853207
1074,0.04961404646123724
1111,0.057207900018742326
2706,0.045029085407026666
3149,0.11693149589799975
1774,0.044364913497939584
436,0.052963897230612685
2056,0.04628892954615826
1333,0.06536689136372288
284,0.04993286498017502
2166,0.04140393848720747
3835,0.4731186783816829
2387,0.04207866993661913
477,0.05993439026041891
2417,0.06831771146439447
2866,0.04538921605392132
3281,0.19962920452982413
387,0.06069642671826193
708,0.0889592842732464
2145,0.04472700336136315
2744,0.29465355748568256
1076,0.07240909003689701
2821,0.059040013516405636
1582,0.04730711078541749
1998,0.0650310709320191
1636,0.12971943291783916
3431,0.2612715160062916
2142,0.05985809552876008
2183,0.05812574270809279
2943,0.2866945982972753
3364,0.039415918574164266
1982,0.06364132949871737
2505,0.04790973658835085
159,0.15894730417027392
3247,0.03412645573977492
2795,0.04267447431329319
1790,0.04978127780505792
1703,0.06129712011809407
3768,0.052298554333569225
1255,0.055600910971263406
2642,0.04211309805950725
3189,0.057312690360739486
1404,0.3418284816426548
928,0.05147184930004123
1828,0.14469052659588533
3725,0.18860744850969013
1571,0.10680870369273933
3283,0.05056934119440072
799,0.05734668353131767
3184,0.03969636357196171
1556,0.04917674305866948
2259,0.048283010593180735
689,0.0632693029125253
993,0.06717037003327264
559,0.08884177511403424
1363,0.05132536207344207
1531,0.05520749124419977
496,0.06360129940203729
2796,0.07030252691906469
1046,0.058133913032506375
1332,0.08928454241825777
2467,0.04438051495034945
1633,0.04717584973166067
2352,0.19318484389502733
289,0.0940270415354697
1784,0.06535543669905007
2425,0.17129562872371284
2178,0.04916541222360127
2673,0.04365971559137349
2898,0.07426732174341011
1394,0.058915046696103375
416,0.049283398595123984
582,0.16334215443730027
186,0.2552665540140865
339,0.060622152376173966
264,0.12795637387449654
2036,0.043022931047161365
707,0.047135939058119185
1188,0.15248559826732433
71,0.052472479952508366
184,0.06063669386262571
3719,0.04923096930944658
1809,0.047553620372002066
153,0.04982737127697856
652,0.08062514827854073
2755,0.05766899606758191
3225,0.03921850250569437
879,0.04753503866463527
880,0.16523111428156698
1027,0.06525381278531406
1598,0.06556971528975852
1290,0.10665712450064446
1868,0.04130637037964413
1861,0.059594877505842365
434,0.05087452859193087
2111,0.05698526544678272
1674,0.04484718337417315
2439,0.048552369242051086
1092,0.045798157567952136
3590,0.049066418546699575
2100,0.06184942952576921
690,0.14668471030736685
139,0.09921098799866256
1912,0.11582390040753288
1011,0.050875757028912894
1270,0.06857810881440153
143,0.06061906801508399
841,0.058959616310642386
2918,0.10259491793611353
2177,0.06045599132980261
336,0.06632046339187636
674,0.1645852064339942
2205,0.1099316589471957
2769,0.054979982039480735
990,0.04907674329904077
361,0.060673465062654586
1420,0.18355237887951026
3722,0.15525801739988887
781,0.06811915520365486
1885,0.04514292125502628
3463,0.3064625422675257
3470,0.03540268155775728
2891,0.04617210631515578
2695,0.11044182890468113
417,0.05257103370060568
1326,0.06603375448132864
1768,0.0607391076046957
3704,0.045426082534680834
2651,0.07557169509334828
1741,0.04470711106511016
1934,0.1600269143327422
1599,0.048530576458640895
2158,0.04431081270094295
2823,0.05736659996364413
3360,0.0383747279027874
3602,0.1824435461134636
3260,0.06862176515933338
1472,0.0856283239571961
3589,0.19451254727207207
57,0.07080086753664072
2004,0.07144801512011567
1530,0.057053839403981566
2321,0.0757369415116449
1410,0.046718168107670384
3786,0.2713843208005844
2227,0.0937315159325618
43,0.05710520076683224
1194,0.07409150094302798
2911,0.047617765443418884
98,0.05968562735676064
2169,0.17103817567979862
1955,0.17502971764426645
635,0.04885785379615426
1659,0.04798622284038545
2291,0.04269068031075096
2737,0.04247931725798959
833,0.06846633786747025
2777,0.2268815489402499
3598,0.050659084432048807
840,0.04677125546070982
601,0.1701705380087949
2206,0.0479330393896632
847,0.06077659441885664
3525,0.03496618408624952
411,0.15540651329744504
1826,0.04598533871059074
2332,0.19236237626491448
953,0.04756157793135651
1879,0.0449961482490534
1607,0.060891672698496165
335,0.04813473793804557
3750,0.020552821881527628
2613,0.048050895777570164
3276,0.06335816495807145
1666,0.07116119472225924
3789,0.017418495579061055
