,y
0,0.15492016353368854
1,0.1645852064339942
2,0.09971018296013978
3,0.055882887907161886
4,0.046144347701791766
5,0.057986168822887874
6,0.05365946683656042
7,0.06271945879014817
8,0.2916731511352728
9,0.0804425220512508
10,0.05671246246811412
11,0.05043357711539453
12,0.05250737879122491
13,0.06741108294089193
14,0.05988546706778286
15,0.05930360350980324
16,0.2268815489402499
17,0.05703064505434064
18,0.058356583026382365
19,0.05879456839269648
20,0.06858208547066202
21,0.13149934909339045
22,0.0570615273978341
23,0.1654475632235537
24,0.0586166179023887
25,0.02591282735476641
26,0.4522243908863887
27,0.04290066956678706
28,0.0411988868524158
29,0.09145703866092747
30,0.04163744868226504
31,0.033776924572197935
32,0.15357577348445586
33,0.08776980336681317
34,0.042342052164199284
35,0.16852185127511576
36,0.04884222437887109
37,0.016824252166084297
38,0.07390944009945499
39,0.04623934598665558
40,0.03556020547890515
41,0.05040486918214093
42,0.0256590450048898
43,0.046040653659819575
44,0.04227000797767366
45,0.061216832723936736
46,0.05153919953376618
47,0.20074681482119128
48,0.041377666142920384
49,0.06045066749217243
50,0.04118253953204632
51,0.048431210736280095
52,0.044021483405951016
53,0.06737511397520501
54,0.2051436708130514
55,0.10754118399777968
56,0.055802586121868385
57,0.05069624476552137
58,0.07381834444588342
59,0.14097368595394566
60,0.05674460152757355
61,0.05009999079031557
62,0.21826147032291188
63,0.18148340044697364
64,0.17906684947114682
65,0.03187800306472599
66,0.0613266255722531
67,0.04634962671548437
68,0.04954163462426764
69,0.05436711976685837
70,0.047379909284062
71,0.0386611526606333
72,0.1767674762148722
73,0.06562664353106418
74,0.04432418009400518
75,0.06082598169981567
76,0.048488604371734745
77,0.044089398299118836
78,0.048104661608698966
79,0.0858483170872989
80,0.16564317649943372
81,0.042106471249024335
82,0.19544004825615305
83,0.04495468886868936
84,0.0692163241293533
85,0.10975970588948436
86,0.0650310709320191
87,0.09148761277014096
88,0.06757249110189834
89,0.05553664397530178
90,0.18215675227677566
91,0.0241293711491758
92,0.04465890401470174
93,0.14006600938500047
94,0.04867538924822645
95,0.18739416794344588
96,0.04548087796860068
97,0.0550019960454522
98,0.05834892433341321
99,0.07576981746004086
100,0.04435943854690017
101,0.052113541039510165
102,0.3108054748074261
103,0.10035437209688547
104,0.05067304410005313
105,0.09437550683300366
106,0.0404025253886513
107,0.04809031851678014
108,0.04821564975792336
109,0.05210749847916807
110,0.04648772103435228
111,0.04233988858917892
112,0.2668248366078867
113,0.055344933829390534
114,0.09750705738713272
115,0.04511527132644821
116,0.08124159875463988
117,0.07813906587438524
118,0.048616387852461695
119,0.058239436924627526
120,0.06968512178792319
121,0.058917302012934325
122,0.18624317126075984
123,0.040166013452260674
124,0.051681570000249866
125,0.053458223061078836
126,0.050482835724767534
127,0.15799848234267833
128,0.06302494961154126
129,0.047314876702660436
130,0.17504797518624626
131,0.17850735067550316
132,0.023754486265426308
133,0.08843782405102141
134,0.17422085990907266
135,0.06746680156835637
136,0.04194390111684898
137,0.06643507337647903
138,0.04646527974757686
139,0.26483920299937025
140,0.06565858714969675
141,0.04868900424674105
142,0.04734623694641482
143,0.0348310619308001
144,0.08148220672713169
145,0.0558201070927139
146,0.16461510576054195
147,0.04604754426098845
148,0.04878507811957955
149,0.18860744850969013
150,0.057649136167373875
151,0.06033215952640793
152,0.10157902533619144
153,0.0420611323643747
154,0.04150377464213029
155,0.06551088108735181
156,0.05868987157455041
157,0.08422063012731995
158,0.050875757028912894
159,0.020995610334551003
160,0.06604232935121424
161,0.03055308036134285
162,0.058308293406768026
163,0.09916139206942244
164,0.0990632901363372
165,0.04164428119335184
166,0.09959245323873944
167,0.04937926057189812
168,0.058915046696103375
169,0.04187802476723046
170,0.04738182620999398
171,0.06662971899799143
172,0.16609051815629586
173,0.0953467936161252
174,0.06622100171679057
175,0.2384525806874604
176,0.059101613625654574
177,0.04538921605392132
178,0.09737174622539856
179,0.10033288866881927
180,0.03760671189234055
181,0.042319601517299736
182,0.0889592842732464
183,0.059232032597697375
184,0.0482130846106027
185,0.045426082534680834
186,0.1694646555548761
187,0.3007085155521981
188,0.03442863823658726
189,0.04876337723531765
190,0.0578212982448909
191,0.07359554401835433
192,0.0519504427336166
193,0.047188628999056285
