,y
0,0.05258977109572517
194,0.0521147378159067
410,0.05200629578606475
543,0.05167511787045143
765,0.051333964149605234
1053,0.05105586364345127
1244,0.050472954781098034
1411,0.05017857515838597
1570,0.04980349572656406
1758,0.049484371509946216
1833,0.049185358197041285
2015,0.04831394667096667
2274,0.047988210823426636
1,0.05986803016773545
235,0.059995383215340925
477,0.05993439026041891
552,0.05973363676514309
769,0.059479376601637934
1070,0.05934079975060469
1084,0.05931782733199464
1263,0.05920337433104495
1466,0.059114959214561676
1689,0.05906399438430199
1851,0.059057446419721986
2095,0.057986168822887874
2307,0.05792581210654513
2424,0.057700450904955125
2521,0.05790786805376402
2870,0.05766313168671821
2,0.05044906218785139
309,0.049410580169465534
364,0.049193088907788174
635,0.04885785379615426
897,0.048516109132407566
968,0.04824116141682522
1130,0.04703591821989839
1292,0.0467342099269148
1487,0.04634962671548437
1678,0.0460217006127186
1975,0.04570428057631426
2102,0.04322121223441156
2217,0.042872955794906235
2373,0.04246116050721782
2641,0.04223587128183148
2717,0.04187490287694684
3,0.04939424843578112
306,0.048532368181115504
493,0.048429115556700486
633,0.04807817797597158
898,0.04771678373305899
1068,0.04741748731164575
1240,0.04642386559637224
1302,0.04609798009241006
1589,0.04568888684486416
1638,0.04533341140766922
1879,0.0449961482490534
2131,0.0427341462087748
2222,0.042353110763136304
2491,0.04191958282654129
2608,0.041654622451142265
2708,0.04125751742670525
4,0.15424698544491255
188,0.15532341994637844
411,0.15540651329744504
671,0.15594214530089054
741,0.1564279496696115
1036,0.15690398269960293
1166,0.1596770883449169
1359,0.16075773252428285
1618,0.16202550064335186
1667,0.16433648338618467
1908,0.16489049061879554
2108,0.1741824986339553
2173,0.17504006818233087
2420,0.17549687680565462
2582,0.17643830511053638
2797,0.17713772304222794
3005,0.18660570069432814
3084,0.18755680357709315
5,0.05287066836840537
249,0.051994322558331696
504,0.05193240865371318
544,0.05161471241351268
811,0.05127496304413337
1011,0.050875757028912894
1196,0.04945483606549495
1421,0.048996652992538525
1501,0.04848422581700751
1659,0.04798622284038545
1862,0.04761315291614043
2113,0.04524263631203906
2172,0.04480688650501663
2467,0.04438051495034945
6,0.052780248160849814
200,0.052521041097280514
417,0.05257103370060568
598,0.052337343984989015
752,0.05209772492110765
908,0.051921249212504295
1177,0.051626256061342635
1261,0.051298304477930816
1523,0.05112093094255288
1800,0.05099839468529765
1846,0.05083377180875959
2042,0.049188172845482166
2224,0.0489554368291304
2418,0.04859092551907662
2565,0.04824809563634491
2801,0.04783515900820856
7,0.06265202442315343
341,0.062251410803099816
395,0.06251619217935299
628,0.06216771605942927
796,0.061807885876576485
939,0.06150899947514887
1126,0.0606280474011085
1269,0.060298368999486485
1489,0.05988546706778286
1757,0.0595273403498523
1852,0.05919110013054407
2055,0.056945833383669875
2251,0.056578128682776674
2514,0.0561662959948267
2633,0.055934338441882565
2824,0.05562964746686927
8,0.05392714068299398
260,0.05265855922752805
518,0.05259941107571142
702,0.052217842609955316
866,0.05184048889860804
928,0.05147184930004123
1086,0.049898359308251934
1429,0.04957295606078016
1556,0.04917674305866948
1695,0.048768319358511225
1961,0.04840955515119383
2104,0.04640542625446309
2313,0.046040653659819575
2405,0.04560741560635617
2637,0.04542724209772675
2838,0.04509650767545237
9,0.05058821118683099
207,0.04993076260754903
408,0.04982963472603008
637,0.04951030134166101
820,0.04916873393550514
997,0.04892604935747269
1258,0.04794897538101861
1399,0.04767008158469355
1582,0.04730711078541749
1782,0.046998748728374166
1974,0.04670670522874032
2081,0.04417739129171516
10,0.059471811445361074
199,0.05908032948518172
450,0.05880135100496841
587,0.05814439955339945
747,0.05779700456310255
948,0.05753534563756901
1099,0.05792196772256431
1427,0.057739857372737124
1493,0.05752446777528707
1762,0.05733581595949855
1971,0.05723659639749145
2121,0.05823655468948207
2183,0.05812574270809279
